id,question,correctAnswerSample,output,explanation,hint,img_src,difficulties,times,hints
22,"أكتب برنامج يطلب من المستخدم إعطائه عدد صحيح أكبر من صفر و خزنه في المتغير n.
	بعدها يقوم بحساب القيمة النهائية التي سيتم تخزينها في المتغير s.","
#include <iostream>

int main() {

	int f = 1;
	int n = 0;
	double s = 0;

	do
	{
		std::cout << ""Enter a number: "";
		std::cin >> n;
	}
	while (n <= 0);

	for (double i = 1; i <= n; i++)
	{
		f *= i;
		s += i / ((i + 1) + f);
	}

	std::cout << ""S = "" << s;

	char end; std::cin >> end;
	return 0;

}
		","
Enter a number: 4
S = 1.17126
		",سنحصل على النتيجة التالية إذا قام المستخدم بإدخال الرقم 4 عند التشغيل.,,https://harmash.com//tutorials/algorithms-and-data-structure/math-operations-test-7/ex-4-solution-using-cpp/e82cf9d2-87c5-4c28-8cd9-7838c86892fc_ex-4.PNG,"[{'difficulty': '54.391', 'project': 22}]","[{'time': '35.945', 'project': 22}]","[{'required_concept_hint': ""{'الحلقات': 22.8824, 'أنواع البيانات': 26.1791, 'الأساسيات': 26.1791}"", 'project': 22}]"
23,"أكتب برنامج مهمته رسم الشكل التالي بواسطة الحلقات.
	عند تشغيل البرنامج, يجب أن يطلب من المستخدم إدخال عدد أسطر الشكل الذي سيتم رسمه.
إنتبه: يجب أن يدخل المستخدم عدد أكبر من صفر, لأن عدد الأسطر لا يمكن أن يكون صفر أو أقل من صفر.","
#include <iostream>

int main() {

	int n;

	do
	{
		std::cout << ""Enter the number of lines: "";
		std::cin >> n;
	}
	while (n <= 0);

	for (int i = 1; i <= n; i++)
	{
		for (int k = 1; k < i; k++)
		{
			std::cout << "" "";
		}

		std::cout << ""*"";

		for (int j = 1; j <= (n * 2) - (i * 2); j++)
		{
			std::cout << ""*"";
		}

		std::cout << ""\n"";
	}

	char end; std::cin >> end;
	return 0;

}
		","
Enter the number of lines: 5
*********
 *******
  *****
   ***
    *
		",سنحصل على النتيجة التالية إذا قام المستخدم بإدخال الرقم 5  عند التشغيل.,,https://harmash.com//tutorials/algorithms-and-data-structure/drawing-test-2/ex-3-solution-using-cpp/b0cc8d3f-ebc1-4cbf-b878-e1f2db97a949_ex-3.PNG,"[{'difficulty': '58.357', 'project': 23}]","[{'time': '39.178', 'project': 23}]","[{'required_concept_hint': ""{'الحلقات': 23.6002, 'أنواع البيانات': 26.8603, 'الأساسيات': 26.8603}"", 'project': 23}]"
24,"أكتب برنامج مهمته رسم الشكل التالي بواسطة الحلقات.
	عند تشغيل البرنامج, يجب أن يطلب من المستخدم إدخال عدد أسطر الشكل الذي سيتم رسمه.
إنتبه: يجب أن يدخل المستخدم عدد أكبر من صفر, لأن عدد الأسطر لا يمكن أن يكون صفر أو أقل من صفر.","
#include <iostream>

int main() {

	int n;

	do
	{
		std::cout << ""Enter the number of lines: "";
		std::cin >> n;
	}
	while (n <= 0);
	
	for (int i = 1; i <= n; i++)
	{
		for (int k = 1; k <= n - i; k++)
		{
			std::cout << "" "";
		}

		std::cout << ""*"";

		for (int j = 1; j < (i * 2) - 1; j++)
		{
			std::cout << ""*"";
		}

		std::cout << ""\n"";
	}

	char end; std::cin >> end;
	return 0;

}
		","
Enter the number of lines: 5
    *
   ***
  *****
 *******
*********
		",سنحصل على النتيجة التالية إذا قام المستخدم بإدخال الرقم 5  عند التشغيل.,,https://harmash.com//tutorials/algorithms-and-data-structure/drawing-test-2/ex-2-solution-using-cpp/98faafe3-9b2d-4a2a-8e39-4a4b976260b6_ex-2.PNG,"[{'difficulty': '58.357', 'project': 24}]","[{'time': '39.178', 'project': 24}]","[{'required_concept_hint': ""{'الحلقات': 24.3431, 'أنواع البيانات': 27.5665, 'الأساسيات': 27.5665}"", 'project': 24}]"
25,"قم بإنشاء برنامج يطلب من المستخدم إدخال نص و من ثم إدخل حرف واحد.
	بعدها سيقوم البرنامج بطباعة مكان كل  ( Index ) موجود عليه هذا الحرف في النص.","
#include <iostream>
#include <string>

int main() {

	std::string text;
	char character;

	std::cout << ""Enter any text: "";
	getline(std::cin, text);

	std::cout << ""Enter a character: "";
	std::cin >> character;

	for (int i = 0; i < text.length(); i++)
	{
		if (text[i] == character)
		{
			std::cout << ""'"" << character << ""' found at index: "" << i << ""\n"";
		}
	}

	char end; std::cin >> end;
	return 0;

}
		","
Enter any text: Harmash is the best site to learn programming
Enter a character: a
'a' found at index: 1
'a' found at index: 4
'a' found at index: 30
'a' found at index: 39
",سنحصل على النتيجة التالية في حال تم إدخال نفس القيم التي تم تعليمها باللون الأصفر عند التشغيل.,"مثال: إذا قام المستخدم بإدخال النص ""Harmash is the best site to learn programming"" و من ثم أدخل الحرف ""a"" فيجب أن يطبع له النتيجة التالية عند التشغيل.

'a' found at index: 1
'a' found at index: 4
'a' found at index: 30
'a' found at index: 39
	",,"[{'difficulty': '58.924', 'project': 25}]","[{'time': '36.962', 'project': 25}]","[{'required_concept_hint': ""{'الحلقات': 25.0668, 'الشروط': 22.5344, 'أنواع البيانات': 28.2536, 'الأساسيات': 28.2536, 'التعامل مع النصوص': 27.46, 'المصفوفات': 19.6009}"", 'project': 25}]"
26,"أكتب برنامج يطلب من المستخدم إدخال رقم. بعدها يعرض له إن كان هذا الرقم عبارة عن Palindrome أم لا.
الـ Palindrome عبارة عن رقم أعداده معكوسة بشكل متساوي من اليمين إلى اليسار و من اليسار إلى اليمين.","
#include <iostream>

int main() {

	int number;
	int originalNumber;
	int reversedNumber = 0;
	int remainder;

	std::cout << ""Enter a number: "";
	std::cin >> number;

	originalNumber = number;

	while (number != 0)
	{
		remainder = number % 10;
		reversedNumber = reversedNumber * 10 + remainder;
		number /= 10;
	}

	if (originalNumber == reversedNumber)
	{
		std::cout << originalNumber << "" is a palindrome"";
	}
	else
	{
		std::cout << originalNumber << "" is not a palindrome"";
	}

	char end; std::cin >> end;
	return 0;

}
		","
Enter a number: 1234
1234 is not a palindrome
		",سنحصل على النتيجة التالية إذا قام المستخدم بإدخال الرقم 1234 عند التشغيل.,أمثلة: الأرقام التالية جميعها تعتبر أرقام Palindrome: 1001 - 123321 - 4554 - 45654.,,"[{'difficulty': '59.272', 'project': 26}]","[{'time': '43.386', 'project': 26}]","[{'required_concept_hint': ""{'الحلقات': 25.7793, 'الشروط': 23.4214, 'أنواع البيانات': 28.9295, 'الأساسيات': 28.9295}"", 'project': 26}]"
27,"قم بتعريف دالة إسمها Power(), عند استدعاءها نمرر لها عددين, فترجع ناتج قيمة العدد الأول مضاعفة بقيمة العدد الثاني.
	بعدها قم بتجربة هذه الدالة في البرنامج.","
#include <iostream>

int power(int a, int b) {

	int p = 1;

	for (int i = 1; i <= b; i++)
	{
		p *= a;
	}

	return p;

}


int main() {

	int x = 5;
	int y = 2;

	std::cout << x << "" ^ "" << y << "" = "" << power(x, y);

	char end; std::cin >> end;
	return 0;

}
		","
5 ^ 2 = 25
		",سنحصل على النتيجة التالية عند التشغيل.,,,"[{'difficulty': '59.679', 'project': 27}]","[{'time': '34.839', 'project': 27}]","[{'required_concept_hint': ""{'الحلقات': 26.4798, 'أنواع البيانات': 29.5933, 'الأساسيات': 29.5933, 'الدوال': 25.6251}"", 'project': 27}]"
28,"أكتب برنامج مهمته رسم الشكل التالي بواسطة الحلقات.
	عند تشغيل البرنامج, يجب أن يطلب من المستخدم إدخال عدد أكبر من صفر يمثل عدد أسطر الشكل الذي سيتم رسمه.","
#include <iostream>

int main() {

	int n;

	do {
		std::cout << ""Enter the number of lines: "";
		std::cin >> n;
	}
	while (n <= 0);

	for (int i = 1; i <= n; i++)
	{
		for (int j = 1; j <= n; j++)
		{
			std::cout << i << "" "";
		}
		std::cout << ""\n"";
	}

	char end; std::cin >> end;
	return 0;

}
		","
Enter the number of lines: 7
1 1 1 1 1 1 1 
2 2 2 2 2 2 2 
3 3 3 3 3 3 3 
4 4 4 4 4 4 4 
5 5 5 5 5 5 5 
6 6 6 6 6 6 6 
7 7 7 7 7 7 7 
		",سنحصل على النتيجة التالية إذا قام المستخدم بإدخال الرقم 7 عند التشغيل.,,https://harmash.com//tutorials/algorithms-and-data-structure/drawing-test-8/ex-2-solution-using-cpp/7a541c0d-65e1-4bdc-b0d3-6d6724f12c51_ex-2.PNG,"[{'difficulty': '59.679', 'project': 28}]","[{'time': '36.089', 'project': 28}]","[{'required_concept_hint': ""{'الحلقات': 27.1701, 'أنواع البيانات': 30.247, 'الأساسيات': 30.247}"", 'project': 28}]"
29,"أكتب برنامج مهمته رسم الشكل التالي بواسطة الحلقات.
	عند تشغيل البرنامج, يجب أن يطلب من المستخدم إدخال عدد أسطر الشكل الذي سيتم رسمه.
إنتبه: يجب أن يدخل المستخدم عدد أكبر من صفر, لأن عدد الأسطر لا يمكن أن يكون صفر أو أقل من صفر.","
#include <iostream>

int main() {

	int n;

	do
	{
		std::cout << ""Enter the number of lines: "";
		std::cin >> n;
	}
	while (n <= 0);

	for (int i = 1; i <= n; i++)
	{
		for (int j = 1; j <= n + 1 - i; j++)
		{
			std::cout << ""*"";
		}
		std::cout << ""\n"";
	}

	char end; std::cin >> end;
	return 0;

}
		","
Enter the number of lines: 5
*****
****
***
**
*
		",سنحصل على النتيجة التالية إذا قام المستخدم بإدخال الرقم 5  عند التشغيل.,,https://harmash.com//tutorials/algorithms-and-data-structure/drawing-test-1/ex-3-solution-using-cpp/3d736ee8-dccf-43c9-8146-0087878d83bf_ex-3.PNG,"[{'difficulty': '59.679', 'project': 29}]","[{'time': '36.089', 'project': 29}]","[{'required_concept_hint': ""{'الحلقات': 27.8477, 'أنواع البيانات': 30.888, 'الأساسيات': 30.888}"", 'project': 29}]"
30,"أكتب برنامج مهمته رسم الشكل التالي بواسطة الحلقات.
	عند تشغيل البرنامج, يجب أن يطلب من المستخدم إدخال عدد أكبر من صفر يمثل عدد أسطر الشكل الذي سيتم رسمه.","
#include <iostream>

int main() {

	int n;

	do {
		std::cout << ""Enter the number of lines: "";
		std::cin >> n;
	}
	while (n <= 0);

	for (int i = 1; i <= n; i++)
	{
		for (int j = 1; j <= n; j++)
		{
			std::cout << j << "" "";
		}
		std::cout << ""\n"";
	}

	char end; std::cin >> end;
	return 0;

}
		","
Enter the number of lines: 7
1 2 3 4 5 6 7 
1 2 3 4 5 6 7 
1 2 3 4 5 6 7 
1 2 3 4 5 6 7 
1 2 3 4 5 6 7 
1 2 3 4 5 6 7 
1 2 3 4 5 6 7 
		",سنحصل على النتيجة التالية إذا قام المستخدم بإدخال الرقم 7 عند التشغيل.,,https://harmash.com//tutorials/algorithms-and-data-structure/drawing-test-8/ex-1-solution-using-cpp/23640d02-15ab-4ba2-acee-c9fec61b1d6b_ex-1.PNG,"[{'difficulty': '59.679', 'project': 30}]","[{'time': '36.089', 'project': 30}]","[{'required_concept_hint': ""{'الحلقات': 28.514, 'أنواع البيانات': 31.5177, 'الأساسيات': 31.5177}"", 'project': 30}]"
31,"أكتب برنامج يطلب من المستخدم إعطائه عدد يمثل عدد عناصر مصفوفة إسمها arr و يخزنه في متغير إسمه n.
ملاحظة: عدد عناصر المصفوفة يجب أن يكون أكبر من صفر.
	بعدها ينشئ المصفوفة arr و يحدد أن عدد عناصرها هو العدد الذي أدخله المستخدم.
	بعدها يطلب من المستخدم إدخال عدد صحيح لكل عنصر فيها.
	في الأخير, سيعرض للمستخدم عدد عناصر المصفوفة, يليه جميع القيم المخزنة فيها على سطر واحد مع وضع فاصلة بين كل قيمتين.","
#include <iostream>

int main() {
	
	int n;
	int * arr;

	do {
		std::cout <<(""Enter arr length: "");
		std::cin >> n;
	}
	while (n <= 0);

	arr = new int[n];

	for (int i = 0; i < n; i++)
	{
		std::cout << ""Enter arr["" << i << ""]: "";
		std::cin >> arr[i];
	}

	std::cout << ""\nTotal number of items: "" << n;

	std::cout << ""\nArray values: "";

	for (int i = 0; i < n; i++)
	{
		std::cout << arr[i];

		if (i < n - 1)
		{
			std::cout << "", "";
		}
	}

	char end; std::cin >> end;
	return 0;

}
		","
Enter arr length: 4
Enter arr[0]: 2
Enter arr[1]: 7
Enter arr[2]: 5
Enter arr[3]: 3
Total number of items: 4
Array values: 2, 7, 5, 3
		",سنحصل على النتيجة التالية في حال تم إدخال نفس القيم التي تم تعليمها باللون الأصفر عند التشغيل.,,,"[{'difficulty': '60.160', 'project': 31}]","[{'time': '45.080', 'project': 31}]","[{'required_concept_hint': ""{'الحلقات': 29.1701, 'الشروط': 24.9353, 'أنواع البيانات': 32.1371, 'الأساسيات': 32.1371, 'المصفوفات': 22.2532}"", 'project': 31}]"
32,"قم بتعريف دالة إسمها Factorial(), عند استدعاءها نمرر لها عدد, فترجع ناتج قيمة الـ Factorial له.
	بعدها قم بتجربة هذه الدالة في البرنامج.","
#include <iostream>

int factorial(int n) {
	int f = 1;

	for (int i = 1; i <= n; i++)
	{
		f *= i;
	}

	return f;
}


int main() {

	int x = 5;

	std::cout << x << ""! = "" << factorial(x);

	char end; std::cin >> end;
	return 0;

}
		","
5! = 120
		",سنحصل على النتيجة التالية عند التشغيل.,,,"[{'difficulty': '60.737', 'project': 32}]","[{'time': '34.118', 'project': 32}]","[{'required_concept_hint': ""{'الحلقات': 29.8207, 'أنواع البيانات': 32.7511, 'الأساسيات': 32.7511, 'الدوال': 28.6241}"", 'project': 32}]"
33,"أكتب برنامج مهمته رسم الشكل التالي بواسطة الحلقات.
	عند تشغيل البرنامج, يجب أن يطلب من المستخدم إدخال عدد أسطر و أعمدة الشكل الذي سيتم رسمه.
إنتبه: يجب أن يدخل المستخدم عددين أكبر من صفر, لأن عدد أسطر و أعمدة الرسمة لا يمكن أن يكون صفر أو أقل من صفر.","
#include <iostream>

int main() {

	int n;
	int m;

	do
	{
		std::cout << ""Enter the number of lines: "";
		std::cin >> n;
	}
	while (n <= 0);

	do
	{
		std::cout << ""Enter the number of columns: "";
		std::cin >> m;
	} while (m <= 0);

	for (int i = 1; i <= n; i++)
	{
		for (int k = 1; k <= n - i; k++)
		{
			std::cout << "" "";
		}

		for (int j = 1; j <= m; j++)
		{
			std::cout << ""*"";
		}

		std::cout << ""\n"";
	}

	char end; std::cin >> end;
	return 0;
	
}
		","
Enter the number of lines: 5
Enter the number of columns: 10
    **********
   **********
  **********
 **********
**********
		",سنحصل على النتيجة التالية إذا قام المستخدم بإدخال الرقم 5 كعدد الأسطر و الرقم 10 كعدد الأعمدة عند التشغيل.,,https://harmash.com//tutorials/algorithms-and-data-structure/drawing-test-1/ex-5-solution-using-cpp/de7cf833-dd60-4da4-bd81-1927ddcb2bc2_ex-5.PNG,"[{'difficulty': '61.071', 'project': 33}]","[{'time': '45.535', 'project': 33}]","[{'required_concept_hint': ""{'الحلقات': 30.4673, 'أنواع البيانات': 33.361, 'الأساسيات': 33.361}"", 'project': 33}]"
